TIMESTAMP,TIMESTAMP_DATE,METRIC_CLEAN,LIFT_mean,LIFT_std,LIFT_count,LIFT_min,LIFT_max,DELTA_mean,DELTA_std,CONTROL__mean,EXPOSED__mean,CONTROL_N_sum,EXPOSED_N_sum,STATISTICAL_SIGNIFICANCE_mean,STATISTICAL_SIGNIFICANCE_min
2025-03-01,2025-03-01,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,0.1088515625,0.39603863130728184,256,-1.0,3.97,0.051976562500000004,0.22081119483000614,0.5826640625,0.6346875,30979,81319,0.7525095627826087,0.034103253
2025-03-01,2025-03-01,DashPass Benefits: Save more than other delivery subscription services,0.07265625,0.4297994778690064,256,-1.0,4.029,0.03633984375,0.22891955461402025,0.555390625,0.59171484375,30979,81319,0.7019030546149069,0.00187217
2025-03-01,2025-03-01,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",0.07546484375,0.30388373475621766,256,-1.0,2.352,0.03865625,0.20675627168807462,0.526453125,0.56512109375,30979,81319,0.7602830441801242,0.016688387
2025-03-01,2025-03-01,Aided Awareness,-0.03047265625,0.15905739263343924,256,-1.0,0.461,-0.02054296875,0.18747399848307067,0.9275546875,0.90704296875,30979,81319,0.779383414091954,0.010304814
2025-03-01,2025-03-01,BA MDS: Is different,0.06266796875,0.29660362919615196,256,-1.0,2.333,0.032132812499999996,0.1870703494009674,0.64422265625,0.676328125,30979,81319,0.711783102863354,0.022693962
2025-03-01,2025-03-01,BA MDS: Meets needs,0.08870312500000001,0.2435345724742096,256,-1.0,2.333,0.0555234375,0.1561847555938222,0.63172265625,0.6872578125,30979,81319,0.7544176231677019,0.011151804
2025-03-01,2025-03-01,BA MDS: Sets trends,0.0821796875,0.25583652665344336,256,-1.0,2.333,0.05155078125,0.14708065467551945,0.64477734375,0.69628125,30979,81319,0.7223131774135803,0.003226748
2025-03-01,2025-03-01,BA: Has my favorite brands or stores,0.03538671875,0.17470888632285292,256,-1.0,0.869,0.02971484375,0.1369115384013578,0.68478125,0.7145,30979,81319,0.6323438435279504,0.012846043
2025-03-01,2025-03-01,BA: Is a brand I trust,0.04291015625,0.20833749894119777,256,-1.0,1.99,0.03284765625,0.1533258360306093,0.68596875,0.71883984375,30979,81319,0.587254281789809,0.000278693
2025-03-01,2025-03-01,BA: Is an essential part of my life,0.1161015625,0.28004434774412307,256,-1.0,2.235,0.06547265625,0.15404572543208414,0.5458203125,0.61130078125,30979,81319,0.7137344538385093,0.022444373
2025-03-01,2025-03-01,BA: Makes my life easier,0.004511718750000001,0.1867115418556988,256,-1.0,1.0,0.003589843750000001,0.17654096823421342,0.7306328125,0.73415625,30979,81319,0.5290069268216561,0.00305954
2025-03-01,2025-03-01,BA: Offers a wide selection of brands or stores across a variety of categories,0.015515624999999998,0.219827507578636,256,-1.0,1.018,0.00679296875,0.1849802960078504,0.7434453125,0.7501953125,30979,81319,0.5583916247924529,0.007692464
2025-03-01,2025-03-01,Brand Familiarity,0.0268515625,0.23402844103492054,256,-1.0,1.4,0.0225625,0.21645655272060094,0.78276953125,0.80531640625,30979,81319,0.6989997244195805,0.021640516
2025-03-01,2025-03-01,Brand Favorability,0.0558984375,0.2088444524781119,256,-1.0,1.667,0.0387265625,0.17126748783615026,0.722359375,0.76108203125,30979,81319,0.6500488895290323,0.006335682
2025-03-01,2025-03-01,Consideration (Top 2 Box),0.044378906249999996,0.21046807075708845,256,-1.0,1.176,0.03277734375,0.17086862639080752,0.68198046875,0.71471484375,30979,81319,0.586044178427673,0.013808434
2025-03-01,2025-03-01,DashPass Actions – Saw a Deal,0.0,0.0,256,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,
2025-03-01,2025-03-01,DashPass Actions – Talked to others,0.0,0.0,256,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,
2025-03-01,2025-03-01,Affinity,0.10416015625,0.5372471167400209,256,-1.0,6.897,0.0385390625,0.21585924616381796,0.5136484375,0.552203125,30979,81319,0.7185006171180125,0.008734973
2025-03-01,2025-03-01,DashPass Aided Awareness (DD aware non-users),0.14096484375,1.103519341024023,256,-1.0,13.101,0.01364453125,0.16998413596503473,0.12264453125,0.1362890625,30979,81319,0.6447303960243903,0.0
2025-03-01,2025-03-01,DashPass Benefits: Makes members' lives better,0.06142578125,0.3025343447678183,256,-1.0,1.895,0.02375,0.18970431067900403,0.61680859375,0.640515625,30979,81319,0.7113663477250001,0.0
2025-03-01,2025-03-01,DashPass Benefits: Consistently adds valuable perks and benefits for members,0.11269140625,0.27131952526237935,256,-1.0,1.902,0.0582109375,0.1972643752993807,0.5651953125,0.62341015625,30979,81319,0.7421163126149068,0.004465164
2025-03-01,2025-03-01,DashPass Benefits Awareness: Reduced service fees on eligible orders,0.07578125,0.3260089482111274,256,-1.0,3.308,0.0416328125,0.15824371231661974,0.55853125,0.6001953125,30979,81319,0.6702646864124999,0.005339193
2025-03-01,2025-03-01,DashPass Aided Awareness,0.003882812500000001,0.22125769275980467,256,-1.0,1.895,0.005359375,0.20126202740822866,0.8255,0.83087890625,30979,81319,0.5994075862015504,0.001993784
2025-03-01,2025-03-01,DashPass Benefits Awareness: Discounted rides with Lyft,0.18986328125,0.3953127935750285,256,-1.0,2.352,0.06971875,0.21923356468012126,0.42591015625,0.49565625,30979,81319,0.73455970728125,0.007831401
