CHANNEL,METRIC_NAME,TIME_PERIOD,LIFT_mean,LIFT_std,LIFT_count,DELTA_mean,EXPOSED_PERCENT_mean,CONTROL_PERCENT_mean,SIGNIFICANCE_LEVEL_mean,EXPOSED_POPULATION_sum,CONTROL_POPULATION_sum,CV,IS_CONSISTENT
Other,Brand Favorability,Unknown,0.004798272176065908,0.0856163412053294,281,0.31644861255076495,0.6447532267391459,0.32830461418790036,0.2253573216406904,379089,177059,17.84316063444447,False
Other,Consideration (Top 2 Box),Unknown,-0.0008147082519850534,0.07444367227061936,281,0.288388393096299,0.5969905382839857,0.3086021451886121,0.1928325807342598,379089,177059,91.37463882222357,False
Other,DashPass Actions – Saw a Deal,Unknown,-0.01881040528291815,0.11617597819172794,281,0.13361011691478933,0.2751715155366548,0.14156139862160144,0.19273158008745553,302314,131692,6.17615497616248,False
Other,DashPass Actions – Talked to others,Unknown,-0.017209521138120996,0.11673109141210741,281,0.13248057578819714,0.2720392654914235,0.13955868970306048,0.24347570907206761,302314,131692,6.7829366357867515,False
Other,DashPass Aided Awareness,Unknown,-0.004504937468506085,0.08276088748586238,281,0.33166539727396405,0.6906229265879004,0.3589575293149466,0.16363752140111743,379089,177059,18.371151223394744,False
Other,DashPass Aided Awareness (DD aware non-users),Unknown,0.01512265750844662,0.17507455120593363,281,0.05647450451713911,0.10543236710231317,0.048957862587615655,0.17791965528889322,379089,177059,11.576969927947344,False
Other,DashPass Aided Awareness (DD users),Unknown,-0.0072601905638490045,0.0878447175743838,281,0.27519089275453884,0.585190559483274,0.30999966672704626,0.18992956438319575,379089,177059,12.09950576391107,False
Other,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),Unknown,0.030750704821891815,0.3588935852434593,281,0.04287355706376616,0.08529865993868327,0.042425102873950175,0.14508013412435586,379089,177059,11.671068592481772,False
Other,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP users),Unknown,0.00955930139807751,0.14392630946086327,281,0.13778034459559405,0.2898513293058719,0.1520709847125267,0.17177652324032883,379089,177059,15.056153527056756,False
Other,DashPass Benefits Awareness: $0 delivery fees + 1 Other Benefit,Unknown,0.005016522566959074,0.10741880731280562,281,0.2522946188722409,0.5211235852523132,0.26882896637829184,0.1973979132237865,379089,177059,21.413001910987308,False
Other,DashPass Benefits Awareness: $0 delivery fees on eligible orders,Unknown,0.006951733446785053,0.11119770798654259,281,0.2586764978286448,0.5338160761975089,0.2751395783661922,0.20851866015619216,379089,177059,15.995680622358709,False
Other,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,Unknown,0.011376147621154091,0.1715474168222738,281,0.20872763868986477,0.4337470317622776,0.22501939307295374,0.19661991328156583,379089,177059,15.079570214373732,False
Other,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,Unknown,-0.004448749783308542,0.10296496119326194,281,0.243391415405716,0.5138037488352313,0.27041233342846976,0.18508123631854448,379089,177059,23.14469597269342,False
Other,DashPass Benefits Awareness: Discounted rides with Lyft,Unknown,0.011045745822739504,0.17559232429053065,281,0.20028210065755517,0.4159731079604982,0.21569100730604981,0.18439198416213523,379089,177059,15.896828254824102,False
Other,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,Unknown,0.01257783267257829,0.14822073649649203,281,0.19394240490716977,0.3950792098270463,0.20113680491743774,0.24069364255870748,379089,177059,11.78428274210049,False
Other,DashPass Benefits Awareness: Reduced service fees on eligible orders,Unknown,-0.0038991618964092883,0.12019313881716955,281,0.23783232002655644,0.5047888295928825,0.2669565095647687,0.1854153436014626,379089,177059,30.82537786590872,False
Other,DashPass Benefits: Consistently adds valuable perks and benefits for members,Unknown,0.008677689113993237,0.16003074709125728,281,0.24317529181692066,0.5059048562234876,0.2627295644047687,0.17716370400685053,379089,177059,18.441631751153558,False
Other,DashPass Benefits: Makes members' lives better,Unknown,-0.002933031995228078,0.10407427415860224,281,0.2489876493472529,0.5217542845672598,0.2727666352172242,0.19063658809854803,379089,177059,35.483511372506946,False
Other,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",Unknown,0.011735392293547973,0.1157057813445966,281,0.23137982802032003,0.47323794943879,0.24185812142206406,0.19591452605508541,379089,177059,9.859558031835947,False
Other,DashPass Benefits: Save more than other delivery subscription services,Unknown,0.005376829722113879,0.1061733855649374,281,0.23661504322913426,0.4887125027341637,0.25209745950676155,0.18497866603206048,379089,177059,19.746466050108754,False
Other,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,Unknown,-0.0015120256302761925,0.11271107345369218,281,0.24826597956067623,0.5190430119907473,0.2707770324298932,0.17202946216496443,379089,177059,74.54309715180155,False
Other,DashPass Worth,Unknown,0.025620383939185764,0.23359646174351892,281,0.13479171341502527,0.2704427891988968,0.13565107578274022,0.17027747262969395,379089,177059,9.117601917988384,False
Other,First Choice Consideration,Unknown,0.007770785845575445,0.15314246211070595,281,0.09424626669333382,0.19016985531765124,0.0959235886255516,0.16448009193565835,379089,177059,19.70746140146208,False
Other,More than Restaurant Aided Awareness,Unknown,-0.008350267619214256,0.09629786530129071,281,0.293563530790936,0.6217334124718861,0.3281698816811388,0.2256510735859217,379089,177059,11.532308866329743,False
Other,More than Restaurant Aided Awareness: Alcoholic Beverages,Unknown,-0.007360184458359074,0.1262417740620275,281,0.1603405381382032,0.3392752700855516,0.1789347319480427,0.2142179708995587,379089,177059,17.151985086277666,False
Other,More than Restaurant Aided Awareness: Baby Supplies,Unknown,-0.01574867612170854,0.12255448797821472,281,0.13647519512191245,0.29364636559622775,0.1571711704758007,0.23226733354994591,379089,177059,7.781891444785078,False
Other,More than Restaurant Aided Awareness: Flowers,Unknown,-0.0223266817962847,0.11684070220852055,281,0.1282528511577477,0.2847542774771174,0.15650142631743774,0.2629451167001779,379089,177059,5.233231846747759,False
Other,More than Restaurant Aided Awareness: Fresh Food & Produce,Unknown,-0.00989852631902847,0.14835846194786725,281,0.16289281939444591,0.3517887467875445,0.18889592739145908,0.2628227881626228,379089,177059,14.987934280951478,False
Other,More than Restaurant Aided Awareness: Health & Medicine,Unknown,-0.013310339952579358,0.2252197174925333,281,0.14172463576068184,0.30718676109444837,0.16546212533523133,0.26332934893781135,379089,177059,16.92065854778479,False
Other,More than Restaurant Aided Awareness: Household Essentials,Unknown,-0.006907038433906761,0.1545889264759395,281,0.15341446775246334,0.3254189763131673,0.17200450855978647,0.20132849710111744,379089,177059,22.381361846353716,False
Other,More than Restaurant Aided Awareness: Packaged Food & Non-Alcoholic Beverages,Unknown,-0.006393124812467259,0.1403562000318555,281,0.18336689361626973,0.38943626397117437,0.2060693703544484,0.20431620581122775,379089,177059,21.954240555126702,False
Other,More than Restaurant Aided Awareness: Personal Care & Beauty,Unknown,-0.009867734719523204,0.18787501526326342,281,0.14330716968368576,0.30649015017879006,0.1631829804941993,0.24121841226964733,379089,177059,19.03932570172917,False
Other,More than Restaurant Aided Awareness: Pet Supplies,Unknown,-0.017820873826051246,0.12822243826834623,281,0.138548778432889,0.30335110730427045,0.16480232886903914,0.24845868987381492,379089,177059,7.195070203622994,False
Other,More than Restaurant Aided Awareness: Prepared Restaurant Food,Unknown,-0.019021673069711743,0.0963420405298768,281,0.22129541534837188,0.47869009636797155,0.25739468102064056,0.28156802310209966,379089,177059,5.064856291914851,False
Other,More than Restaurant Consideration,Unknown,-0.006938059221924555,0.08317766470525391,281,0.2685764092470537,0.565379916597153,0.2968035073494662,0.19530224433709964,379089,177059,11.988606906439921,False
Other,More than Restaurant Consideration: Alcoholic Beverages,Unknown,0.0075204872426622785,0.1670938252554099,281,0.14755325619541423,0.3026206966614591,0.15506744046619217,0.21370728337265124,379089,177059,22.218483971027666,False
Other,More than Restaurant Consideration: Baby Supplies,Unknown,-0.003496408039774022,0.20006783844002948,281,0.114937939561637,0.246931032442242,0.13199309287807828,0.2728207967600356,379089,177059,57.220963961906506,False
Other,More than Restaurant Consideration: Flowers,Unknown,0.00880416412231242,0.20499279616588933,281,0.12445513206203829,0.2598367254049822,0.13538159334362987,0.20112750458993914,379089,177059,23.283618219516768,False
Other,More than Restaurant Consideration: Fresh Food & Produce,Unknown,0.021255417477315408,0.1817148433229762,281,0.15276455967979147,0.3101561301209964,0.15739157044377222,0.19531088494859963,379089,177059,8.549107234280823,False
Other,More than Restaurant Consideration: Health & Medicine,Unknown,-0.0098122412073637,0.15206588233573992,281,0.12696964860328444,0.2707974772188612,0.14382782861316726,0.2420381675343559,379089,177059,15.497568712601609,False
Other,More than Restaurant Consideration: Household Essentials,Unknown,0.0021201093050829184,0.16137278025243137,281,0.13621757238521995,0.28200332499459074,0.14578575261067617,0.16811904411571887,379089,177059,76.1153115386756,False
Other,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,Unknown,-0.0028865787113274014,0.23211251562440516,281,0.1557825765139395,0.3321194633950178,0.17633688687935942,0.25972492237071176,379089,177059,80.41094279312674,False
Other,More than Restaurant Consideration: Personal Care & Beauty,Unknown,-0.009761585071728113,0.16703580513334532,281,0.12549445324930145,0.26793903402982205,0.14244458078174377,0.2164110071728114,379089,177059,17.11154529781449,False
Other,More than Restaurant Consideration: Pet Supplies,Unknown,0.016331116829601422,0.5891005179336428,281,0.12332122829300604,0.2657434622306762,0.1424222339347331,0.28845367452206405,379089,177059,36.07227381203055,False
Other,More than Restaurant Consideration: Prepared Restaurant Food,Unknown,-0.002345210791010676,0.11017151094579342,281,0.20182411681235943,0.4196597817327402,0.2178356649213523,0.21509505578768684,379089,177059,46.97723179856027,False
Other,Unaided Brand Awareness (Any Mention),Unknown,-0.026465684894288254,0.11629845523849741,281,0.16461337419787186,0.35557252846455517,0.1909591542669039,0.25889355152664767,379089,177059,4.394311188356837,False
Other,Unaided Brand Awareness (Any Mention) - Amazon,Unknown,-0.005570754180002312,0.19719143252945395,281,0.08737587514246037,0.18641143375217084,0.09903555860925267,0.190362879279,379089,177059,35.39761873487875,False
Other,Unaided Brand Awareness (Any Mention) - GrubHub,Unknown,-0.028399880698135233,0.32186396698757963,281,0.0338970803569484,0.08421903211177936,0.050321951753879005,0.23513377169889682,379089,177059,11.333285882736599,False
Other,Unaided Brand Awareness (Any Mention) - Instacart,Unknown,0.004349976921322777,0.24248832619571525,281,0.0900820648694432,0.18939973660323844,0.09931767173487545,0.17657932112259075,379089,177059,55.744738554147865,False
Other,Unaided Brand Awareness (Any Mention) - Uber Eats,Unknown,-0.008150557429023061,0.14165565089142979,281,0.15281060973014793,0.31891814850565836,0.1661075387780783,0.16647318461281138,379089,177059,17.37987274183391,False
Other,Unaided Brand Awareness (First Mention),Unknown,-0.03170232196940079,0.13403627257139936,281,0.08968212467919509,0.19918522341241995,0.10950309873380783,0.2253246475385274,379089,177059,4.227963891754419,False
Podcast,Affinity ,Unknown,0.011163982052352943,0.04493774242043282,17,0.3772288185117647,0.5537065368705882,0.17647771836470588,0.10778970405294118,4147,305,4.025243162314262,False
Podcast,Aided Awareness,Unknown,-0.0019136670629411768,0.015613305875738896,17,0.5408106648688236,0.8142729063294117,0.2734622414647059,0.06832501098235294,4147,305,8.158841304266533,False
Podcast,BA MDS: Is different,Unknown,0.05902805747411765,0.1792495619377893,17,0.4475043621829412,0.6282578918823529,0.18075352969411765,0.21116428082352942,4147,305,3.03668407208531,False
Podcast,BA MDS: Meets needs,Unknown,0.013543995702352943,0.07485769409753862,17,0.43179722613823524,0.6323022200588235,0.20050499391764706,0.1683621005705882,4147,305,5.527002203975441,False
Podcast,BA MDS: Sets trends,Unknown,0.09628484029,0.39202893170671027,17,0.4526166572347059,0.6340077106294117,0.1813910533882353,0.19097286787058823,4147,305,4.071554052807893,False
Podcast,BA: Has my favorite brands or stores,Unknown,0.010778965415294118,0.0793118912754158,17,0.43865670640470583,0.6493360488470588,0.21067934244705883,0.1463098822764706,4147,305,7.358024468923641,False
Podcast,BA: Is a brand I trust,Unknown,0.01926241831352941,0.08703044762441633,17,0.44302836341,0.6468425274588235,0.20381416405294117,0.13444708541176473,4147,305,4.5181475247730685,False
Podcast,BA: Is an essential part of my life,Unknown,0.06461045333882354,0.19434295561899412,17,0.4120298596605882,0.5768624997882352,0.1648326401235294,0.1522377439,4147,305,3.007918155284264,False
Podcast,BA: Makes my life easier,Unknown,-0.003081931728235296,0.05592047626896637,17,0.4447094860041177,0.6699290768764705,0.22521959087058824,0.17069715502941177,4147,305,18.144618765123084,False
