CHANNEL,METRIC_CLEAN,LIFT_mean,LIFT_std,LIFT_count,LIFT_min,LIFT_max,DELTA_mean,DELTA_std,CONTROL__mean,EXPOSED__mean,CONTROL_N_sum,EXPOSED_N_sum,STATISTICAL_SIGNIFICANCE_mean,STATISTICAL_SIGNIFICANCE_min
Tv,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,0.0042291666666666675,0.4179531770455195,192,-1.0,3.0,-0.006817708333333333,0.16402771793272672,0.486484375,0.4796458333333333,73537,88668,0.5791947220375,0.006059089
Any,Unaided Brand Awareness (Any Mention),0.0035520833333333337,0.3155782980412149,192,-1.0,1.515,-0.019723958333333336,0.14074283796591508,0.41283333333333333,0.39310416666666664,15289,108034,0.6626838117333333,0.003688124
Digital,DashPass Benefits: Save more than other delivery subscription services,0.0012760416666666669,0.409822489793167,192,-1.0,3.368,-0.003374999999999999,0.16645589639609093,0.37992187499999996,0.37651562499999996,16012,14533,0.5168292790769231,0.022051385
Tv,DashPass Benefits Awareness: Discounted rides with Lyft,0.0009947916666666673,0.3246844863548881,192,-1.0,3.0,-0.011255208333333334,0.1487284762868063,0.5300781250000001,0.5188437499999999,73537,88668,0.49699851507500004,0.01695301
Digital,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,-0.0001718750000000003,0.36101533178074197,192,-1.0,2.517,-0.00725,0.16934978826482278,0.46068229166666663,0.45342708333333337,16012,14533,0.5505607923246754,0.005673883
Any,DashPass Aided Awareness,-0.00103125,0.13771724983872344,192,-1.0,0.515,0.008036458333333335,0.1586434433543603,0.8015885416666667,0.8096718749999999,15289,108034,0.5102908992022471,0.016340992
Digital,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,-0.0018958333333333316,0.357943090599892,192,-1.0,1.933,-0.0069947916666666665,0.14283368197212984,0.3322864583333333,0.3252916666666667,16012,14533,0.4339316861025641,0.005216843
Tv,Aided Awareness,-0.002322916666666666,0.17070975918339806,192,-1.0,0.485,-0.006411458333333332,0.1516123897531397,0.9164895833333334,0.9101093750000001,73537,88668,0.7184192836481481,0.025384877
Digital,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,-0.004052083333333335,0.4619938321428601,192,-1.0,3.8,-0.0071666666666666675,0.13746840982504122,0.26541145833333335,0.25821354166666666,16012,14533,0.5079699588974359,0.039035689
Digital,DashPass Benefits Awareness: $0 delivery fees + 1 Other Benefit,-0.0063124999999999995,0.3173058317108218,192,-1.0,1.667,-0.013390625000000001,0.17076568716123627,0.49332291666666667,0.47993749999999996,16012,14533,0.48723447446052637,0.040718008
Digital,More than Restaurant Aided Awareness: Packaged Food & Non-Alcoholic Beverages,-0.006473958333333332,0.3488546395387412,192,-1.0,1.667,-0.010718749999999999,0.1684854121188498,0.4266197916666667,0.41588020833333333,16012,14533,0.4118382812531646,0.000957549
Digital,More than Restaurant Aided Awareness,-0.006828125000000002,0.31539461966849996,192,-1.0,2.517,-0.015182291666666667,0.16220752365995092,0.6419374999999999,0.6267604166666666,16012,14533,0.4089306270128205,0.011053529
Digital,Aided Awareness,-0.007036458333333335,0.11129755280638186,192,-1.0,0.354,0.002359374999999999,0.13548466815222812,0.907578125,0.9098854166666667,16012,14533,0.4007717720967742,0.012618383
Digital,DashPass Benefits Awareness: $0 delivery fees on eligible orders,-0.007864583333333333,0.3141504664929391,192,-1.0,1.667,-0.013671875,0.17004795024596275,0.5211197916666667,0.5074010416666667,16012,14533,0.45593932963157896,0.000571679
Digital,DashPass Actions – Saw a Deal,-0.008364583333333333,0.2257299790704247,192,-1.0,1.17,-0.009536458333333333,0.06421706256567408,0.074734375,0.06519791666666667,9041,8343,0.37634202975000003,0.009079461
Digital,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",-0.010437499999999997,0.4057204002681123,192,-1.0,2.517,-0.02378125,0.17149742129394016,0.3678958333333333,0.34414062500000003,16012,14533,0.5515476039487179,0.031737266
Any,More than Restaurant Aided Awareness: Health & Medicine,-0.010671874999999997,0.3688036433827387,192,-1.0,2.54,-0.033302083333333336,0.168669391904016,0.37568229166666667,0.34236979166666665,15289,108034,0.5170898962571429,0.010751779
Digital,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,-0.011848958333333335,0.33439253839930266,192,-1.0,2.822,-0.01752604166666667,0.15375655385157533,0.4498229166666667,0.43234375,16012,14533,0.5353395920128206,0.026364214
Social,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,-0.013187500000000003,0.2524098019395904,192,-0.545,1.762,-0.0161875,0.10225681789632768,0.4143333333333334,0.39818229166666663,49711,148512,0.61232214605,0.006712348
Social,Unaided Brand Awareness (Any Mention),-0.017447916666666664,0.779562199188759,192,-1.0,10.16,-0.033854166666666664,0.11373036719512765,0.423046875,0.3891770833333333,49711,148512,0.68469605815,0.02020965
Digital,BA MDS: Is different,-0.019765625,0.3452868331355543,192,-1.0,2.333,-0.017921875,0.16806175361108325,0.49619270833333334,0.478234375,16012,14533,0.6394298177341772,0.033368198
Social,Aided Awareness,-0.021828125,0.1261601518582029,192,-1.0,1.059,-0.018406250000000002,0.12320876406280853,0.9199114583333333,0.9015364583333333,49711,148512,0.8129219160891088,0.117776859
Digital,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),-0.022015625,0.5192412857656701,192,-1.0,2.667,-0.008697916666666666,0.11675069602282895,0.13808854166666668,0.12943229166666667,16012,14533,0.3894670259,0.028349151
Any,Aided Awareness,-0.022197916666666668,0.09932227093401765,192,-0.6,0.699,-0.004171875,0.1498232698519697,0.8955000000000001,0.891359375,15289,108034,0.6041570264637681,0.010304814
Digital,More than Restaurant Consideration: Health & Medicine,-0.023343749999999996,0.41153272001943764,192,-1.0,2.395,-0.013151041666666667,0.17151735246867048,0.2529895833333333,0.23985416666666667,16012,14533,0.37599261087179486,0.005586758
Any,More than Restaurant Aided Awareness: Fresh Food & Produce,-0.023770833333333335,0.38444019215452035,192,-1.0,2.599,-0.02456770833333333,0.1898244865809349,0.44315625,0.41854166666666665,15289,108034,0.6730740674095238,0.131808312
Social,More than Restaurant Aided Awareness: Packaged Food & Non-Alcoholic Beverages,-0.024833333333333336,0.34850636166169724,192,-1.0,3.085,-0.030911458333333332,0.13322050953668102,0.47836979166666665,0.44749479166666667,49711,148512,0.68538573406875,0.007887787
Any,First Choice Consideration,-0.025484375000000004,0.6364933380547584,192,-1.0,6.143,-0.04174479166666667,0.14072159761585448,0.24297395833333335,0.20123958333333333,15289,108034,0.6583175413137256,0.006586407
Digital,More than Restaurant Consideration,-0.026802083333333334,0.3108688759044691,192,-1.0,2.517,-0.014411458333333333,0.17035116939762882,0.516203125,0.501828125,16012,14533,0.5437225714177215,0.00282923
Digital,DashPass Aided Awareness,-0.027604166666666666,0.2127805682959045,192,-1.0,1.0,-0.019859375000000002,0.1426430613394792,0.7620989583333334,0.7422760416666666,16012,14533,0.5550554644492754,0.002978732
Tv,First Choice Consideration,-0.027916666666666663,0.4216278393370318,192,-1.0,4.471,-0.014781250000000001,0.06557218206075978,0.21358854166666666,0.19883854166666667,73537,88668,0.5551538922839506,0.000384435
Social,More than Restaurant Consideration: Prepared Restaurant Food,-0.033593750000000006,0.3800689405119611,192,-1.0,3.142,-0.027833333333333335,0.15779950607867452,0.509390625,0.48152083333333334,49711,148512,0.7356366409625,0.015980089
Digital,Unaided Brand Awareness (Any Mention) - Instacart,-0.04197395833333333,0.43182923271737383,192,-1.0,2.714,-0.007526041666666668,0.1518295729216444,0.24569270833333334,0.23817708333333332,16012,14533,0.47073624859493673,0.002215545
Any,More than Restaurant Consideration: Prepared Restaurant Food,-0.042807291666666664,0.31265783339658965,192,-1.0,2.438,-0.02659375,0.17632814353236603,0.49649479166666666,0.4699166666666667,15289,108034,0.7168049544857142,0.032502721
Digital,More than Restaurant Aided Awareness: Fresh Food & Produce,-0.05098958333333334,0.3739690329255352,192,-1.0,2.0,-0.02577083333333333,0.16560196265414254,0.38404166666666667,0.35826562500000003,16012,14533,0.460016175835443,0.00368666
Digital,More than Restaurant Aided Awareness: Health & Medicine,-0.05325,0.4153019087274584,192,-1.0,2.276,-0.04085416666666667,0.16456106803687823,0.33925520833333334,0.29833333333333334,16012,14533,0.4469408634177215,0.00582161
Any,More than Restaurant Aided Awareness: Packaged Food & Non-Alcoholic Beverages,-0.057729166666666665,0.35869684086630793,192,-1.0,3.343,-0.040072916666666666,0.15462007108739653,0.4834322916666667,0.443359375,15289,108034,0.7262912186380952,0.013364355
Digital,More than Restaurant Aided Awareness: Flowers,-0.0595,0.50222439239262,192,-1.0,4.227,-0.039338541666666664,0.13086200306841092,0.27972916666666664,0.24038020833333332,16012,14533,0.4129707112948718,0.011946105
Social,Unaided Brand Awareness (Any Mention) - Uber Eats,-0.06290104166666667,0.21598374865895145,192,-1.0,1.083,-0.026890625,0.0835017855132483,0.3840677083333333,0.35717187499999997,49711,148512,0.62097036883125,0.005137117
Digital,More than Restaurant Consideration: Flowers,-0.06874479166666667,0.41535781896309415,192,-1.0,2.2,-0.03336979166666667,0.14454385274165554,0.22915104166666667,0.19570833333333335,16012,14533,0.444565779974359,0.02299503
Digital,Unaided Brand Awareness (Any Mention) - GrubHub,-0.07814583333333333,0.6051513328824075,192,-1.0,2.681,-0.016,0.11706985429793752,0.13007291666666668,0.114140625,16012,14533,0.4538210678378378,0.0
Digital,More than Restaurant Aided Awareness: Personal Care & Beauty,-0.07864583333333333,0.6346332160669083,192,-1.0,7.214,-0.054635416666666665,0.13966535320432683,0.3188697916666667,0.26426041666666666,16012,14533,0.480394714474359,0.000348292
Any,More than Restaurant Aided Awareness: Prepared Restaurant Food,-0.09096354166666666,0.2316108483022012,192,-1.0,1.015,-0.05930729166666667,0.16987465150527947,0.6054427083333334,0.54625,15289,108034,0.7586052085428572,0.023211819
Any,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),-0.09568229166666666,0.5227195078369038,192,-1.0,4.775,-0.00996875,0.09703148440567415,0.112203125,0.10223958333333333,15289,108034,0.6649700793820225,0.002936689
Social,More than Restaurant Aided Awareness: Prepared Restaurant Food,-0.09971875000000001,0.24300654778091446,192,-1.0,1.805,-0.06834895833333333,0.12166922844639773,0.6021458333333333,0.5337552083333333,49711,148512,0.796865606925,0.030461325
Any,More than Restaurant Aided Awareness: Personal Care & Beauty,-0.10806770833333333,0.30127559629079675,192,-1.0,2.212,-0.05425520833333333,0.1512125250150342,0.402359375,0.348078125,15289,108034,0.6849919943619047,0.006935927
Digital,DashPass Aided Awareness (DD aware non-users),-0.15023958333333334,0.40505571318150463,192,-1.0,1.56,-0.022598958333333332,0.1348782681681528,0.16473437500000002,0.14211458333333335,16012,14533,0.45247157698461543,0.0
Social,Unaided Brand Awareness (Any Mention) - GrubHub,-0.152203125,0.3349674601538349,192,-1.0,1.974,-0.030208333333333334,0.0763023630749418,0.12438020833333334,0.09415625,49711,148512,0.6540124182866243,0.001416101
Social,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),-0.16705208333333332,0.4296757542817916,192,-1.0,2.832,-0.010276041666666666,0.1291771860336778,0.11315104166666667,0.10288020833333333,49711,148512,0.7300807917753623,0.001689836
