CAMPAIGN_COUNT,CONTROL_HITS,CONTROL_MISSES,CONTROL_PERCENT,CONTROL_POPULATION,CREATIVE_FORMAT_TYPES,DELTA,EXPOSED_HITS,EXPOSED_MISSES,EXPOSED_PERCENT,EXPOSED_POPULATION,LIFT,METRIC_ID,METRIC_NAME,SIGNIFICANCE_LEVEL,FILTER_ID
1,1041.090228,372.2673146,0.698342092,1477,,0.006409643,1320,446,0.704751735,1873,0.009178372,955551,BA: Is an essential part of my life,0.312811777,22228356
1,1108.761185,304.5963584,0.743734389,1477,,0.012805921,1417,349,0.75654031,1873,0.017218406,955556,BA MDS: Is different,0.60514817,22228356
1,1310.557634,102.7999091,0.879095332,1477,,-0.002426885,1642,124,0.876668446,1873,-0.002760662,955558,DashPass Aided Awareness,0.168585072,22228356
1,1089.841702,220.7159319,0.731043586,1477,,-0.003867932,1362,280,0.727175654,1873,-0.005290973,955561,DashPass Benefits: Makes members' lives better,0.197438614,22228356
1,1078.617695,231.9399389,0.723514751,1477,,-0.00434764,1347,295,0.719167112,1873,-0.006009054,955563,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,0.219433645,22228356
1,1043.410367,267.1472667,0.699898394,1477,,0.025141649,1358,284,0.725040043,1873,0.035921856,955566,DashPass Benefits Awareness: $0 delivery fees on eligible orders,0.890096218,22228356
1,1024.826125,285.7315086,0.687432463,1477,,0.007709021,1302,340,0.695141484,1873,0.011214223,955568,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,0.36858086,22228356
1,888.496337,422.0612969,0.595985222,1477,,0.01746913,1149,493,0.613454351,1873,0.029311347,955570,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,0.695680543,22228356
1,919.7628741,571.0397575,0.616958177,1477,,-0.026461648,1106,767,0.59049653,1873,-0.042890505,955924,More than Restaurant Aided Awareness: Prepared Restaurant Food,0.879699486,22228356
1,670.5206485,820.2819831,0.449771576,1477,,-0.006098324,831,1042,0.443673252,1873,-0.013558714,955936,More than Restaurant Aided Awareness: Alcoholic Beverages,0.275550267,22228356
1,608.9144729,881.8881587,0.408447409,1477,,-0.018698344,730,1143,0.389749066,1873,-0.045779073,955938,More than Restaurant Aided Awareness: Personal Care & Beauty,0.727666521,22228356
1,592.8614867,897.9411449,0.397679394,1477,,-0.008464231,729,1144,0.389215163,1873,-0.021284057,955940,More than Restaurant Aided Awareness: Flowers,0.381519809,22228356
1,619.1400963,871.6625353,0.415306549,1477,,-0.028226998,725,1148,0.387079552,1873,-0.067966657,955942,More than Restaurant Aided Awareness: Pet Supplies,0.902268504,22228356
1,817.225666,673.5769656,0.548178309,1477,,-0.033495981,964,909,0.514682328,1873,-0.061104172,955944,More than Restaurant Consideration: Prepared Restaurant Food,0.946173204,22228356
1,605.8111784,884.9914532,0.406365783,1477,,0.016485258,792,1081,0.422851041,1873,0.040567536,955945,More than Restaurant Consideration: Fresh Food & Produce,0.663564704,22228356
1,662.7580451,828.0445865,0.44456458,1477,,-0.009967676,814,1059,0.434596903,1873,-0.022421211,955948,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,0.43617884,22228356
1,571.1163912,919.6862404,0.383093227,1477,,0.0007829073587,719,1154,0.383876135,1873,0.002043647,955950,More than Restaurant Consideration: Household Essentials,0.036903512,22228356
1,504.9868637,985.8157679,0.338734889,1477,,-0.002910009,629,1244,0.33582488,1873,-0.008590816,955952,More than Restaurant Consideration: Baby Supplies,0.14040939,22228356
1,571.3372191,919.4654125,0.383241354,1477,,-0.016984013,686,1187,0.366257341,1873,-0.044316754,955954,More than Restaurant Consideration: Health & Medicine,0.686922866,22228356
1,621.9804946,791.3770484,0.41721183,1477,,0.01685117,813,953,0.434063001,1873,0.040389963,964358,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP users),0.672449491,22228356
1,159.9120091,1330.890623,0.107265714,1477,,0.008057297,216,1657,0.115323011,1873,0.075115306,964360,DashPass Aided Awareness (DD aware non-users),0.537558522,22228356
1,1150.645625,262.7119181,0.771829618,1477,,-0.010484182,1426,340,0.761345435,1873,-0.013583545,964361,DashPass Aided Awareness (DD users),0.523268359,22228356
1,406.2134248,454.5566797,0.272479681,1477,,-0.032223407,450,582,0.240256273,1873,-0.118259854,964363,Unaided Brand Awareness (Any Mention) - Instacart,0.966461904,22228356
1,194.2943161,596.3006459,0.130328665,1477,,-0.007531014,230,741,0.122797651,1873,-0.057784784,964365,Unaided Brand Awareness (Any Mention) - GrubHub,0.48551829,22228356
1,427.1424671,719.1356658,0.372634228,1129,,-0.011752685,524,928,0.360881543,1452,-0.031539468,1009176,DashPass Actions – Talked to others,0.461348928,22228356
1,332.7241346,1080.633408,0.223184564,1477,,0.006393653,430,1336,0.229578217,1873,0.028647381,1022757,First Choice Consideration,0.339171382,22228356
1,1114.817745,375.9848866,0.747797006,1477,,-0.010477199,1381,492,0.737319808,1873,-0.014010752,1059334,More than Restaurant Consideration,0.508584393,22228356
1,275.235642,63.14195508,0.813397945,341,,0.012105411,369,78,0.825503356,447,0.01488252,2,Aided Awareness,0.338957585,22228258
1,53.07473558,285.3028615,0.156850619,341,,-0.002488203,69,378,0.154362416,447,-0.01586352,109095,Unaided Brand Awareness (First Mention),0.076090318,22228258
1,203.7708728,71.46476924,0.602199657,341,,-0.002647084,268,101,0.599552573,447,-0.004395691,955538,Brand Familiarity,0.059921024,22228258
1,138.9770752,136.2585669,0.410715947,341,,0.0009171628393,184,185,0.41163311,447,0.002233083,955549,BA: Has my favorite brands or stores,0.020681441,22228258
1,96.46036553,178.7752765,0.285067234,341,,0.019183326,136,233,0.304250559,447,0.067294039,955551,BA: Is an essential part of my life,0.441103689,22228258
1,121.1879322,154.0477098,0.358144077,341,,0.008746303,164,205,0.36689038,447,0.024421187,955556,BA MDS: Is different,0.199692502,22228258
1,206.2925492,68.94309282,0.609651912,341,,0.018983434,281,88,0.628635347,447,0.031138153,955558,DashPass Aided Awareness,0.413592314,22228258
1,90.42768371,115.8648655,0.267238979,341,,-0.014442559,113,168,0.252796421,447,-0.054043609,955561,DashPass Benefits: Makes members' lives better,0.353390633,22228258
1,92.58463615,113.707913,0.273613374,341,,-0.000682726,122,159,0.272930649,447,-0.00249522,955563,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,0.017000112,22228258
1,75.43607014,130.856479,0.222934588,341,,0.01867615,108,173,0.241610738,447,0.083774127,955564,DashPass Benefits: Save more than other delivery subscription services,0.460745625,22228258
1,107.8065817,98.48596752,0.318598461,341,,-0.005399356,140,141,0.313199105,447,-0.016947213,955566,DashPass Benefits Awareness: $0 delivery fees on eligible orders,0.128367425,22228258
1,104.5532355,101.7393137,0.308983917,341,,-0.031578996,124,157,0.277404922,447,-0.102202716,955567,DashPass Benefits Awareness: Reduced service fees on eligible orders,0.66637273,22228258
1,106.5644861,99.72806305,0.314927723,341,,-0.046471347,120,161,0.268456376,447,-0.147561944,955568,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,0.846244874,22228258
1,73.59233129,132.7002179,0.217485826,341,,-0.007194999,94,187,0.210290828,447,-0.033082609,955570,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,0.192953034,22228258
1,163.2862858,175.0913113,0.482556432,341,,-0.006046365,213,234,0.476510067,447,-0.01252986,955924,More than Restaurant Aided Awareness: Prepared Restaurant Food,0.133676512,22228258
1,74.44836479,263.9292323,0.220015644,341,,0.001460866,99,348,0.22147651,447,0.00663983,955936,More than Restaurant Aided Awareness: Alcoholic Beverages,0.039064374,22228258
1,74.49890733,263.8786898,0.220165011,341,,-0.065802595,69,378,0.154362416,447,-0.29887853,955938,More than Restaurant Aided Awareness: Personal Care & Beauty,0.982062373,22228258
1,75.11487627,263.2627208,0.221985371,341,,-0.040777317,81,366,0.181208054,447,-0.183693713,955939,More than Restaurant Aided Awareness: Household Essentials,0.844631408,22228258
1,70.62734783,267.7502493,0.208723475,341,,-0.063309604,65,382,0.14541387,447,-0.303318084,955941,More than Restaurant Aided Awareness: Baby Supplies,0.980098185,22228258
1,73.27115357,265.1064435,0.216536657,341,,-0.039802876,79,368,0.176733781,447,-0.183815879,955943,More than Restaurant Aided Awareness: Health & Medicine,0.838485066,22228258
1,64.45510083,273.9224963,0.190482767,341,,-0.015986122,78,369,0.174496644,447,-0.083924244,955945,More than Restaurant Consideration: Fresh Food & Produce,0.436021847,22228258
1,79.8866784,258.4909187,0.236087374,341,,-0.066065003,76,371,0.170022371,447,-0.27983285,955948,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,0.978690873,22228258
1,64.49401426,273.8835828,0.190597767,341,,-0.076503807,51,396,0.11409396,447,-0.40138879,955950,More than Restaurant Consideration: Household Essentials,0.997279826,22228258
1,51.72662014,286.650977,0.152866563,341,,-0.056669695,43,404,0.096196868,447,-0.370713475,955952,More than Restaurant Consideration: Baby Supplies,0.984405151,22228258
1,46.97751319,291.4000839,0.13883163,341,,-0.01802626,54,393,0.120805369,447,-0.129842605,955954,More than Restaurant Consideration: Health & Medicine,0.546082676,22228258
1,42.56181401,232.673828,0.125782009,341,,0.008446179,60,309,0.134228188,447,0.067149339,964358,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP users),0.272639299,22228258
1,32.18083435,243.0548077,0.095103324,341,,-0.007855002,39,330,0.087248322,447,-0.082594402,964359,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),0.296429666,22228258
1,142.979158,132.256484,0.422543216,341,,-0.017621516,181,188,0.4049217,447,-0.041703464,964361,DashPass Aided Awareness (DD users),0.381393614,22228258
1,28.37876821,96.61395121,0.08386716,341,,0.012329708,43,101,0.096196868,447,0.147014726,964365,Unaided Brand Awareness (Any Mention) - GrubHub,0.449246129,22228258
1,29.69097459,227.7003652,0.115353433,258,,-0.012108595,35,304,0.103244838,339,-0.104969524,1009176,DashPass Actions – Talked to others,0.362552414,22228258
1,0,0,0,0,,0.41138814,1221,555,0.41138814,2968,0,1,Unaided Brand Awareness (Any Mention),0,24969001
1,0,0,0,0,,0.906671159,2691,277,0.906671159,2968,0,2,Aided Awareness,0,24969001
1,0,0,0,0,,0.231132076,686,2282,0.231132076,2968,0,109095,Unaided Brand Awareness (First Mention),0,24969001
1,0,0,0,0,,0.773584906,2296,395,0.773584906,2968,0,955538,Brand Familiarity,0,24969001
1,0,0,0,0,,0.728099731,2161,530,0.728099731,2968,0,955548,BA: Makes my life easier,0,24969001
1,0,0,0,0,,0.715633423,2124,567,0.715633423,2968,0,955550,BA: Is a brand I trust,0,24969001
1,0,0,0,0,,0.677560647,2011,680,0.677560647,2968,0,955555,BA MDS: Meets needs,0,24969001
1,0,0,0,0,,0.665431267,1975,716,0.665431267,2968,0,955556,BA MDS: Is different,0,24969001
1,0,0,0,0,,0.809299191,2402,289,0.809299191,2968,0,955558,DashPass Aided Awareness,0,24969001
1,0,0,0,0,,0.614555256,1824,578,0.614555256,2968,0,955561,DashPass Benefits: Makes members' lives better,0,24969001
1,0,0,0,0,,0.608490566,1806,596,0.608490566,2968,0,955563,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,0,24969001
1,0,0,0,0,,0.55458221,1646,756,0.55458221,2968,0,955565,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",0,24969001
1,0,0,0,0,,0.615902965,1828,574,0.615902965,2968,0,955566,DashPass Benefits Awareness: $0 delivery fees on eligible orders,0,24969001
1,0,0,0,0,,0.595013477,1766,636,0.595013477,2968,0,955568,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,0,24969001
1,0,0,0,0,,0.506401617,1503,899,0.506401617,2968,0,955570,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,0,24969001
1,0,0,0,0,,0.541778976,1608,1360,0.541778976,2968,0,955924,More than Restaurant Aided Awareness: Prepared Restaurant Food,0,24969001
1,0,0,0,0,,0.388140162,1152,1816,0.388140162,2968,0,955936,More than Restaurant Aided Awareness: Alcoholic Beverages,0,24969001
1,0,0,0,0,,0.35074124,1041,1927,0.35074124,2968,0,955938,More than Restaurant Aided Awareness: Personal Care & Beauty,0,24969001
1,0,0,0,0,,0.333557952,990,1978,0.333557952,2968,0,955940,More than Restaurant Aided Awareness: Flowers,0,24969001
1,0,0,0,0,,0.351415094,1043,1925,0.351415094,2968,0,955945,More than Restaurant Consideration: Fresh Food & Produce,0,24969001
1,0,0,0,0,,0.372978437,1107,1861,0.372978437,2968,0,955948,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,0,24969001
1,0,0,0,0,,0.329514825,978,1990,0.329514825,2968,0,955950,More than Restaurant Consideration: Household Essentials,0,24969001
1,0,0,0,0,,0.211927224,629,2062,0.211927224,2968,0,1022757,First Choice Consideration,0,24969001
1,0,0,0,0,,0,0,0,0,0,0,1,Unaided Brand Awareness (Any Mention),0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955538,Brand Familiarity,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955548,BA: Makes my life easier,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955549,BA: Has my favorite brands or stores,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955550,BA: Is a brand I trust,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955551,BA: Is an essential part of my life,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955555,BA MDS: Meets needs,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955556,BA MDS: Is different,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955557,BA MDS: Sets trends,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955558,DashPass Aided Awareness,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955560,DashPass Worth,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955561,DashPass Benefits: Makes members' lives better,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955562,DashPass Benefits: Consistently adds valuable perks and benefits for members,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955563,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955564,DashPass Benefits: Save more than other delivery subscription services,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955565,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955566,DashPass Benefits Awareness: $0 delivery fees on eligible orders,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955567,DashPass Benefits Awareness: Reduced service fees on eligible orders,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955568,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955569,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955570,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955571,DashPass Benefits Awareness: Discounted rides with Lyft,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955924,More than Restaurant Aided Awareness: Prepared Restaurant Food,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955925,More than Restaurant Aided Awareness: Fresh Food & Produce,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955936,More than Restaurant Aided Awareness: Alcoholic Beverages,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955937,More than Restaurant Aided Awareness: Packaged Food & Non-Alcoholic Beverages,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955938,More than Restaurant Aided Awareness: Personal Care & Beauty,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955939,More than Restaurant Aided Awareness: Household Essentials,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955940,More than Restaurant Aided Awareness: Flowers,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955941,More than Restaurant Aided Awareness: Baby Supplies,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955942,More than Restaurant Aided Awareness: Pet Supplies,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955943,More than Restaurant Aided Awareness: Health & Medicine,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955944,More than Restaurant Consideration: Prepared Restaurant Food,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955945,More than Restaurant Consideration: Fresh Food & Produce,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955946,More than Restaurant Consideration: Alcoholic Beverages,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955948,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955949,More than Restaurant Consideration: Personal Care & Beauty,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955950,More than Restaurant Consideration: Household Essentials,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955951,More than Restaurant Consideration: Flowers,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955952,More than Restaurant Consideration: Baby Supplies,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955953,More than Restaurant Consideration: Pet Supplies,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,955954,More than Restaurant Consideration: Health & Medicine,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,964357,DashPass Benefits Awareness: $0 delivery fees + 1 Other Benefit,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,964359,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),0,24968907
1,0,0,0,0,,0,0,0,0,0,0,964360,DashPass Aided Awareness (DD aware non-users),0,24968907
1,0,0,0,0,,0,0,0,0,0,0,964362,Unaided Brand Awareness (Any Mention) - Uber Eats,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,964363,Unaided Brand Awareness (Any Mention) - Instacart,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,964365,Unaided Brand Awareness (Any Mention) - GrubHub,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,1009176,DashPass Actions – Talked to others,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,1022757,First Choice Consideration,0,24968907
1,0,0,0,0,,0,0,0,0,0,0,1059334,More than Restaurant Consideration,0,24968907
1,0,0,0,0,,0.904302671,1219,129,0.904302671,1348,0,2,Aided Awareness,0,24969011
1,0,0,0,0,,0.238130564,321,1027,0.238130564,1348,0,109095,Unaided Brand Awareness (First Mention),0,24969011
1,0,0,0,0,,0.767804154,1035,184,0.767804154,1348,0,955538,Brand Familiarity,0,24969011
1,0,0,0,0,,0.736646884,993,227,0.736646884,1348,0,955547,BA: Offers a wide selection of brands or stores across a variety of categories,0,24969011
1,0,0,0,0,,0.704747775,950,270,0.704747775,1348,0,955549,BA: Has my favorite brands or stores,0,24969011
1,0,0,0,0,,0.603115727,813,407,0.603115727,1348,0,955551,BA: Is an essential part of my life,0,24969011
1,0,0,0,0,,0.672106825,906,314,0.672106825,1348,0,955556,BA MDS: Is different,0,24969011
1,0,0,0,0,,0.801186944,1080,139,0.801186944,1348,0,955558,DashPass Aided Awareness,0,24969011
1,0,0,0,0,,0.62537092,843,238,0.62537092,1348,0,955561,DashPass Benefits: Makes members' lives better,0,24969011
1,0,0,0,0,,0.59421365,801,280,0.59421365,1348,0,955562,DashPass Benefits: Consistently adds valuable perks and benefits for members,0,24969011
1,0,0,0,0,,0.620178042,836,245,0.620178042,1348,0,955563,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,0,24969011
1,0,0,0,0,,0.566023739,763,318,0.566023739,1348,0,955564,DashPass Benefits: Save more than other delivery subscription services,0,24969011
1,0,0,0,0,,0.558605341,753,328,0.558605341,1348,0,955565,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",0,24969011
1,0,0,0,0,,0.62611276,844,237,0.62611276,1348,0,955566,DashPass Benefits Awareness: $0 delivery fees on eligible orders,0,24969011
1,0,0,0,0,,0.580860534,783,298,0.580860534,1348,0,955567,DashPass Benefits Awareness: Reduced service fees on eligible orders,0,24969011
1,0,0,0,0,,0.582344214,785,296,0.582344214,1348,0,955568,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,0,24969011
1,0,0,0,0,,0.451780415,609,472,0.451780415,1348,0,955569,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,0,24969011
1,0,0,0,0,,0.497774481,671,410,0.497774481,1348,0,955570,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,0,24969011
1,0,0,0,0,,0.46735905,630,451,0.46735905,1348,0,955571,DashPass Benefits Awareness: Discounted rides with Lyft,0,24969011
1,0,0,0,0,,0.557121662,751,597,0.557121662,1348,0,955924,More than Restaurant Aided Awareness: Prepared Restaurant Food,0,24969011
1,0,0,0,0,,0.415430267,560,788,0.415430267,1348,0,955925,More than Restaurant Aided Awareness: Fresh Food & Produce,0,24969011
1,0,0,0,0,,0.383531157,517,831,0.383531157,1348,0,955936,More than Restaurant Aided Awareness: Alcoholic Beverages,0,24969011
1,0,0,0,0,,0.454747775,613,735,0.454747775,1348,0,955937,More than Restaurant Aided Awareness: Packaged Food & Non-Alcoholic Beverages,0,24969011
1,0,0,0,0,,0.350890208,473,875,0.350890208,1348,0,955938,More than Restaurant Aided Awareness: Personal Care & Beauty,0,24969011
1,0,0,0,0,,0.373145401,503,845,0.373145401,1348,0,955939,More than Restaurant Aided Awareness: Household Essentials,0,24969011
1,0,0,0,0,,0.332344214,448,900,0.332344214,1348,0,955940,More than Restaurant Aided Awareness: Flowers,0,24969011
1,0,0,0,0,,0.339020772,457,891,0.339020772,1348,0,955941,More than Restaurant Aided Awareness: Baby Supplies,0,24969011
1,0,0,0,0,,0.359050445,484,864,0.359050445,1348,0,955942,More than Restaurant Aided Awareness: Pet Supplies,0,24969011
1,0,0,0,0,,0.345697329,466,882,0.345697329,1348,0,955943,More than Restaurant Aided Awareness: Health & Medicine,0,24969011
1,0,0,0,0,,0.482937686,651,697,0.482937686,1348,0,955944,More than Restaurant Consideration: Prepared Restaurant Food,0,24969011
1,0,0,0,0,,0.345697329,466,882,0.345697329,1348,0,955945,More than Restaurant Consideration: Fresh Food & Produce,0,24969011
1,0,0,0,0,,0.321216617,433,915,0.321216617,1348,0,955946,More than Restaurant Consideration: Alcoholic Beverages,0,24969011
1,0,0,0,0,,0.371661721,501,847,0.371661721,1348,0,955948,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,0,24969011
1,0,0,0,0,,0.308605341,416,932,0.308605341,1348,0,955950,More than Restaurant Consideration: Household Essentials,0,24969011
1,0,0,0,0,,0.290801187,392,956,0.290801187,1348,0,955951,More than Restaurant Consideration: Flowers,0,24969011
1,0,0,0,0,,0.304154303,410,938,0.304154303,1348,0,955953,More than Restaurant Consideration: Pet Supplies,0,24969011
1,0,0,0,0,,0.609792285,822,259,0.609792285,1348,0,964357,DashPass Benefits Awareness: $0 delivery fees + 1 Other Benefit,0,24969011
1,0,0,0,0,,0.109792285,148,1072,0.109792285,1348,0,964359,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),0,24969011
1,0,0,0,0,,0.65578635,884,335,0.65578635,1348,0,964361,DashPass Aided Awareness (DD users),0,24969011
1,0,0,0,0,,0.229228487,309,405,0.229228487,1348,0,964363,Unaided Brand Awareness (Any Mention) - Instacart,0,24969011
1,0,0,0,0,,0.112017804,151,512,0.112017804,1348,0,964365,Unaided Brand Awareness (Any Mention) - GrubHub,0,24969011
1,0,0,0,0,,0.283911672,360,908,0.283911672,1268,0,1009176,DashPass Actions – Talked to others,0,24969011
1,0,0,0,0,,0.698071217,941,278,0.698071217,1348,0,1022756,Consideration (Top 2 Box),0,24969011
1,0,0,0,0,,0,0,0,0,0,0,955953,More than Restaurant Consideration: Pet Supplies,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,964357,DashPass Benefits Awareness: $0 delivery fees + 1 Other Benefit,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,964359,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),0,24968917
1,0,0,0,0,,0,0,0,0,0,0,964361,DashPass Aided Awareness (DD users),0,24968917
1,0,0,0,0,,0,0,0,0,0,0,964363,Unaided Brand Awareness (Any Mention) - Instacart,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,964365,Unaided Brand Awareness (Any Mention) - GrubHub,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,1009176,DashPass Actions – Talked to others,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,1022756,Consideration (Top 2 Box),0,24968917
1,0,0,0,0,,0,0,0,0,0,0,1022757,First Choice Consideration,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,1059334,More than Restaurant Consideration,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,2,Aided Awareness,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,109095,Unaided Brand Awareness (First Mention),0,24968917
1,0,0,0,0,,0,0,0,0,0,0,239621,Affinity,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955547,BA: Offers a wide selection of brands or stores across a variety of categories,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955549,BA: Has my favorite brands or stores,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955551,BA: Is an essential part of my life,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955556,BA MDS: Is different,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955558,DashPass Aided Awareness,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955561,DashPass Benefits: Makes members' lives better,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955563,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955565,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955567,DashPass Benefits Awareness: Reduced service fees on eligible orders,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955569,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955571,DashPass Benefits Awareness: Discounted rides with Lyft,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955925,More than Restaurant Aided Awareness: Fresh Food & Produce,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955939,More than Restaurant Aided Awareness: Household Essentials,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955941,More than Restaurant Aided Awareness: Baby Supplies,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955943,More than Restaurant Aided Awareness: Health & Medicine,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955945,More than Restaurant Consideration: Fresh Food & Produce,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955948,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955950,More than Restaurant Consideration: Household Essentials,0,24968917
1,0,0,0,0,,0,0,0,0,0,0,955952,More than Restaurant Consideration: Baby Supplies,0,24968917
1,380.346204,177.0570185,0.442331417,865,,-0.023293144,427,197,0.419038273,1019,-0.052659937,1,Unaided Brand Awareness (Any Mention),0.691190602,22236048
1,728.4794199,40.34675342,0.847200079,865,,-0.008142179,855,62,0.8390579,1019,-0.009610693,6,Brand Favorability,0.371493496,22236048
1,631.6846609,137.1415125,0.73463063,865,,-0.02903691,719,198,0.705593719,1019,-0.039525864,239621,Affinity,0.837618287,22236048
