CAMPAIGN_COUNT,CONTROL_HITS,CONTROL_MISSES,CONTROL_PERCENT,CONTROL_POPULATION,CREATIVE_FORMAT_TYPES,DELTA,EXPOSED_HITS,EXPOSED_MISSES,EXPOSED_PERCENT,EXPOSED_POPULATION,LIFT,METRIC_ID,METRIC_NAME,SIGNIFICANCE_LEVEL,FILTER_ID,FILTER_NAME,GROUP_NAME
1,0,0,0,0,,0,0,0,0,0,0,955952,More than Restaurant Consideration: Baby Supplies,0,24968985,Creative:  Placement Publisher - Peacock TV,Creative
1,0,0,0,0,,0,0,0,0,0,0,955953,More than Restaurant Consideration: Pet Supplies,0,24968985,Creative:  Placement Publisher - Peacock TV,Creative
1,0,0,0,0,,0,0,0,0,0,0,955954,More than Restaurant Consideration: Health & Medicine,0,24968985,Creative:  Placement Publisher - Peacock TV,Creative
1,0,0,0,0,,0,0,0,0,0,0,964357,DashPass Benefits Awareness: $0 delivery fees + 1 Other Benefit,0,24968985,Creative:  Placement Publisher - Peacock TV,Creative
1,0,0,0,0,,0,0,0,0,0,0,964358,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP users),0,24968985,Creative:  Placement Publisher - Peacock TV,Creative
1,0,0,0,0,,0,0,0,0,0,0,964359,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),0,24968985,Creative:  Placement Publisher - Peacock TV,Creative
1,0,0,0,0,,0,0,0,0,0,0,964360,DashPass Aided Awareness (DD aware non-users),0,24968985,Creative:  Placement Publisher - Peacock TV,Creative
1,0,0,0,0,,0,0,0,0,0,0,964361,DashPass Aided Awareness (DD users),0,24968985,Creative:  Placement Publisher - Peacock TV,Creative
1,0,0,0,0,,0,0,0,0,0,0,964362,Unaided Brand Awareness (Any Mention) - Uber Eats,0,24968985,Creative:  Placement Publisher - Peacock TV,Creative
1,0,0,0,0,,0,0,0,0,0,0,964364,Unaided Brand Awareness (Any Mention) - Amazon,0,24968985,Creative:  Placement Publisher - Peacock TV,Creative
1,0,0,0,0,,0,0,0,0,0,0,1009175,DashPass Actions – Saw a Deal,0,24968985,Creative:  Placement Publisher - Peacock TV,Creative
1,0,0,0,0,,0,0,0,0,0,0,1022756,Consideration (Top 2 Box),0,24968985,Creative:  Placement Publisher - Peacock TV,Creative
1,0,0,0,0,,0,0,0,0,0,0,1022757,First Choice Consideration,0,24968985,Creative:  Placement Publisher - Peacock TV,Creative
1,0,0,0,0,,0,0,0,0,0,0,1059333,More than Restaurant Aided Awareness,0,24968985,Creative:  Placement Publisher - Peacock TV,Creative
1,19.329684198,2.043804824,0.9043766405,23,,-0.1543766405,3,1,0.75,4,-0.1706995002,2,Aided Awareness,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,15.062255383,4.267428815,0.7047167342,23,,-0.2047167342,2,1,0.5,4,-0.290495066,6,Brand Favorability,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,14.102429152,5.227255046,0.6598094086,23,,-0.1598094086,2,1,0.5,4,-0.2422054104,239621,Affinity ,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,16.071811199,3.257872999,0.7519507546,23,,-0.5019507546,1,2,0.25,4,-0.6675314195,955547,BA: Offers a wide selection of brands or stores across a variety of categories,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,13.008467495,6.321216702,0.6086262978,23,,-0.3586262978,1,2,0.25,4,-0.5892389125,955549,BA: Has my favorite brands or stores,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,9.388623774,9.941060424,0.439264912,23,,-0.189264912,1,2,0.25,4,-0.4308673578,955551,BA: Is an essential part of my life,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,14.136195064,5.193489134,0.6613892121,23,,-0.4113892121,1,2,0.25,4,-0.6220077446,955555,BA MDS: Meets needs,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,13.324754179,6.004930019,0.6234243817,23,,-0.3734243817,1,2,0.25,4,-0.5989890557,955556,BA MDS: Is different,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,14.415687382,4.913996816,0.6744658005,23,,-0.4244658005,1,2,0.25,4,-0.6293362839,955557,BA MDS: Sets trends,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,18.511478066,0.8182061315,0.866095285,23,,-0.366095285,2,1,0.5,4,-0.4226963145,955558,DashPass Aided Awareness,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,6.440053582,12.071424484,0.3013103558,23,,-0.05131035581,1,1,0.25,4,-0.1702907146,955560,DashPass Worth,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,14.404008031,4.107470036,0.6739193594,23,,-0.4239193594,1,1,0.25,4,-0.6290357348,955561,DashPass Benefits: Makes members' lives better,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,11.457730234,7.053747833,0.5360720574,23,,-0.2860720574,1,1,0.25,4,-0.5336447842,955562,DashPass Benefits: Consistently adds valuable perks and benefits for members,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,12.469892621,6.041585445,0.5834280312,23,,-0.3334280312,1,1,0.25,4,-0.5714981341,955563,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,8.587240338,9.924237728,0.4017706388,23,,-0.1517706388,1,1,0.25,4,-0.3777544304,955564,DashPass Benefits: Save more than other delivery subscription services,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,9.37982434,9.131653726,0.4388532135,23,,-0.1888532135,1,1,0.25,4,-0.430333441,955565,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,16.107513189,2.403964877,0.7536211412,23,,-0.5036211412,1,1,0.25,4,-0.6682683296,955567,DashPass Benefits Awareness: Reduced service fees on eligible orders,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,12.011250675,6.500227392,0.5619695812,23,,-0.3119695812,1,1,0.25,4,-0.5551360637,955569,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,12.94137311,5.570104957,0.6054871573,23,,-0.3554871573,1,1,0.25,4,-0.5871093268,955570,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,9.473336577,11.900152445,0.4432283642,23,,-0.1932283642,1,3,0.25,4,-0.4359566757,955925,More than Restaurant Aided Awareness: Fresh Food & Produce,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,8.843580067,12.529908955,0.4137639886,23,,-0.1637639886,1,3,0.25,4,-0.3957908206,955938,More than Restaurant Aided Awareness: Personal Care & Beauty,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,10.474525213,10.898963809,0.4900709099,23,,-0.2400709099,1,3,0.25,4,-0.4898697414,955939,More than Restaurant Aided Awareness: Household Essentials,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,6.914806783,14.458682239,0.323522602,23,,-0.07352260204,1,3,0.25,4,-0.2272564624,955941,More than Restaurant Aided Awareness: Baby Supplies,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,9.51459533,11.858893692,0.4451587347,23,,-0.1951587347,1,3,0.25,4,-0.4384025731,955943,More than Restaurant Aided Awareness: Health & Medicine,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,8.29555285,13.077936172,0.3881234758,23,,-0.1381234758,1,3,0.25,4,-0.3558750873,955945,More than Restaurant Consideration: Fresh Food & Produce,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,6.783101082,14.59038794,0.3173604962,23,,-0.06736049621,1,3,0.25,4,-0.212252303,955948,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,7.716338634,13.657150388,0.3610238191,23,,-0.1110238191,1,3,0.25,4,-0.3075249145,955949,More than Restaurant Consideration: Personal Care & Beauty,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,4.750008166,16.623480856,0.2222383141,23,,0.02776168594,1,3,0.25,4,0.124918541,955952,More than Restaurant Consideration: Baby Supplies,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,5.696651936,15.676837087,0.2665288727,23,,-0.01652887274,1,3,0.25,4,-0.06201531777,955954,More than Restaurant Consideration: Health & Medicine,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,4.765299618,14.56438458,0.2229537542,23,,0.02704624578,1,2,0.25,4,0.1213087704,964358,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP users),0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,3.685393095,17.688095927,0.17242824,23,,0.07757175999,1,3,0.25,4,0.4498785117,964360,DashPass Aided Awareness (DD aware non-users),0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,14.826084971,4.503599226,0.693667045,23,,-0.443667045,1,2,0.25,4,-0.6395965445,964361,DashPass Aided Awareness (DD users),0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,7.441275179,3.773656368,0.3481544436,23,,-0.09815444365,1,2,0.25,4,-0.2819278784,964363,Unaided Brand Awareness (Any Mention) - Instacart,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,1.92157799,9.312044322,0.08990474078,23,,-0.08990474078,0,2,0,4,-1,964365,Unaided Brand Awareness (Any Mention) - GrubHub,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,0,0,0,0,,0,0,1,0,1,0,1009176,DashPass Actions – Talked to others,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,4.70026803,14.629416168,0.2199111257,23,,0.03008887434,1,2,0.25,4,0.1368228836,1022757,First Choice Consideration,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,13.002442658,8.371046364,0.6083444142,23,,-0.1083444142,2,2,0.5,4,-0.1780971628,1059334,More than Restaurant Consideration,0,22175115,Site All Hits: Pandora Connected Home (US),Site All Hits
1,0,0,0,0,,0.9377777778,422,28,0.9377777778,450,0,2,Aided Awareness,0,24968887,Creative:  Creative Publisher - Amazon (US),Creative
1,0,0,0,0,,0.7266666667,327,95,0.7266666667,450,0,6,Brand Favorability,0,24968887,Creative:  Creative Publisher - Amazon (US),Creative
1,0,0,0,0,,0.78,351,71,0.78,450,0,955538,Brand Familiarity,0,24968887,Creative:  Creative Publisher - Amazon (US),Creative
1,0,0,0,0,,0.6866666667,309,113,0.6866666667,450,0,955548,BA: Makes my life easier,0,24968887,Creative:  Creative Publisher - Amazon (US),Creative
1,0,0,0,0,,0.6844444444,308,114,0.6844444444,450,0,955550,BA: Is a brand I trust,0,24968887,Creative:  Creative Publisher - Amazon (US),Creative
1,0,0,0,0,,0.6155555556,277,145,0.6155555556,450,0,955555,BA MDS: Meets needs,0,24968887,Creative:  Creative Publisher - Amazon (US),Creative
1,0,0,0,0,,0.6422222222,289,133,0.6422222222,450,0,955557,BA MDS: Sets trends,0,24968887,Creative:  Creative Publisher - Amazon (US),Creative
1,0,0,0,0,,0.1888888889,85,264,0.1888888889,450,0,955560,DashPass Worth,0,24968887,Creative:  Creative Publisher - Amazon (US),Creative
1,0,0,0,0,,0.4688888889,211,138,0.4688888889,450,0,955562,DashPass Benefits: Consistently adds valuable perks and benefits for members,0,24968887,Creative:  Creative Publisher - Amazon (US),Creative
1,0,0,0,0,,0.4555555556,205,144,0.4555555556,450,0,955564,DashPass Benefits: Save more than other delivery subscription services,0,24968887,Creative:  Creative Publisher - Amazon (US),Creative
1,0,0,0,0,,0.5133333333,231,118,0.5133333333,450,0,955566,DashPass Benefits Awareness: $0 delivery fees on eligible orders,0,24968887,Creative:  Creative Publisher - Amazon (US),Creative
1,0,0,0,0,,0.4911111111,221,128,0.4911111111,450,0,955567,DashPass Benefits Awareness: Reduced service fees on eligible orders,0,24968887,Creative:  Creative Publisher - Amazon (US),Creative
1,0,0,0,0,,0.3088888889,139,210,0.3088888889,450,0,955569,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,0,24968887,Creative:  Creative Publisher - Amazon (US),Creative
1,0,0,0,0,,0.3666666667,165,184,0.3666666667,450,0,955571,DashPass Benefits Awareness: Discounted rides with Lyft,0,24968887,Creative:  Creative Publisher - Amazon (US),Creative
1,0,0,0,0,,0.4133333333,186,264,0.4133333333,450,0,955925,More than Restaurant Aided Awareness: Fresh Food & Produce,0,24968887,Creative:  Creative Publisher - Amazon (US),Creative
1,0,0,0,0,,0.6970873786,359,103,0.6970873786,515,0,955556,BA MDS: Is different,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.6524271845,336,79,0.6524271845,515,0,955561,DashPass Benefits: Makes members' lives better,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.6310679612,325,90,0.6310679612,515,0,955563,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.613592233,316,99,0.613592233,515,0,955565,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.6038834951,311,104,0.6038834951,515,0,955567,DashPass Benefits Awareness: Reduced service fees on eligible orders,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.6310679612,325,90,0.6310679612,515,0,955568,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.5495145631,283,132,0.5495145631,515,0,955570,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.5475728155,282,233,0.5475728155,515,0,955924,More than Restaurant Aided Awareness: Prepared Restaurant Food,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.4,206,309,0.4,515,0,955936,More than Restaurant Aided Awareness: Alcoholic Beverages,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.3689320388,190,325,0.3689320388,515,0,955938,More than Restaurant Aided Awareness: Personal Care & Beauty,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.345631068,178,337,0.345631068,515,0,955940,More than Restaurant Aided Awareness: Flowers,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.345631068,178,337,0.345631068,515,0,955942,More than Restaurant Aided Awareness: Pet Supplies,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.4932038835,254,261,0.4932038835,515,0,955944,More than Restaurant Consideration: Prepared Restaurant Food,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.3883495146,200,315,0.3883495146,515,0,955946,More than Restaurant Consideration: Alcoholic Beverages,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.3145631068,162,353,0.3145631068,515,0,955949,More than Restaurant Consideration: Personal Care & Beauty,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.3398058252,175,340,0.3398058252,515,0,955951,More than Restaurant Consideration: Flowers,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.345631068,178,337,0.345631068,515,0,955953,More than Restaurant Consideration: Pet Supplies,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.3436893204,177,338,0.3436893204,515,0,955954,More than Restaurant Consideration: Health & Medicine,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.359223301,185,277,0.359223301,515,0,964358,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP users),0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.1029126214,53,462,0.1029126214,515,0,964360,DashPass Aided Awareness (DD aware non-users),0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.3475728155,179,138,0.3475728155,515,0,964362,Unaided Brand Awareness (Any Mention) - Uber Eats,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.213592233,110,199,0.213592233,515,0,964364,Unaided Brand Awareness (Any Mention) - Amazon,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.3300970874,170,345,0.3300970874,515,0,1009176,DashPass Actions – Talked to others,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.6893203883,355,107,0.6893203883,515,0,1022756,Consideration (Top 2 Box),0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.7378640777,380,135,0.7378640777,515,0,1059333,More than Restaurant Aided Awareness,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0.6757281553,348,167,0.6757281553,515,0,1059334,More than Restaurant Consideration,0,24968995,Creative:  Placement Publisher - Spotify Podcast (US),Creative
1,0,0,0,0,,0,0,0,0,0,0,2,Aided Awareness,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,109095,Unaided Brand Awareness (First Mention),0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955538,Brand Familiarity,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955548,BA: Makes my life easier,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955550,BA: Is a brand I trust,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955555,BA MDS: Meets needs,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955557,BA MDS: Sets trends,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955560,DashPass Worth,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955562,DashPass Benefits: Consistently adds valuable perks and benefits for members,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955564,DashPass Benefits: Save more than other delivery subscription services,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955566,DashPass Benefits Awareness: $0 delivery fees on eligible orders,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955567,DashPass Benefits Awareness: Reduced service fees on eligible orders,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955568,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955569,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955570,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955571,DashPass Benefits Awareness: Discounted rides with Lyft,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955924,More than Restaurant Aided Awareness: Prepared Restaurant Food,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955925,More than Restaurant Aided Awareness: Fresh Food & Produce,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955936,More than Restaurant Aided Awareness: Alcoholic Beverages,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955937,More than Restaurant Aided Awareness: Packaged Food & Non-Alcoholic Beverages,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955938,More than Restaurant Aided Awareness: Personal Care & Beauty,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955939,More than Restaurant Aided Awareness: Household Essentials,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955941,More than Restaurant Aided Awareness: Baby Supplies,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955942,More than Restaurant Aided Awareness: Pet Supplies,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955944,More than Restaurant Consideration: Prepared Restaurant Food,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955945,More than Restaurant Consideration: Fresh Food & Produce,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955948,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955950,More than Restaurant Consideration: Household Essentials,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955952,More than Restaurant Consideration: Baby Supplies,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,955953,More than Restaurant Consideration: Pet Supplies,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,964357,DashPass Benefits Awareness: $0 delivery fees + 1 Other Benefit,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,964359,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,964360,DashPass Aided Awareness (DD aware non-users),0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,964362,Unaided Brand Awareness (Any Mention) - Uber Eats,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,964364,Unaided Brand Awareness (Any Mention) - Amazon,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,1009175,DashPass Actions – Saw a Deal,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,1022756,Consideration (Top 2 Box),0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,0,0,0,0,,0,0,0,0,0,0,1059333,More than Restaurant Aided Awareness,0,24968897,Creative:  Creative Publisher - ESPN Sports,Creative
1,678.589049876,294.912587404,0.3916730531,1734,,-0.03418744844,745,362,0.3574856046,2084,-0.08728567916,1,Unaided Brand Awareness (Any Mention),0.9703245833,24629945,TV Network:COURTTV,TV Network
1,1232.467236817,292.335724711,0.7113645667,1734,,0.02567957918,1536,297,0.7370441459,2084,0.03609904173,6,Brand Favorability,0.9232594749,24629945,TV Network:COURTTV,TV Network
1,915.905826986,609.713572621,0.5286493079,1734,,0.004939943544,1112,721,0.5335892514,2084,0.009344462331,239621,Affinity ,0.2392883361,24629945,TV Network:COURTTV,TV Network
1,1219.239860296,306.379539311,0.7037298916,1734,,0.02083824664,1510,323,0.7245681382,2084,0.02961114326,955547,BA: Offers a wide selection of brands or stores across a variety of categories,0.8444653636,24629945,TV Network:COURTTV,TV Network
1,1176.402748466,349.216651142,0.6790048501,1734,,0.007655418587,1431,402,0.6866602687,2084,0.0112744682,955549,BA: Has my favorite brands or stores,0.3872999209,24629945,TV Network:COURTTV,TV Network
1,1196.761521459,328.857878149,0.6907556775,1734,,0.002622441514,1445,388,0.693378119,2084,0.003796482025,955550,BA: Is a brand I trust,0.1387492475,24629945,TV Network:COURTTV,TV Network
1,1137.464937747,388.154461861,0.6565304362,1734,,0.002778584928,1374,459,0.6593090211,2084,0.004232225614,955555,BA MDS: Meets needs,0.1430056999,24629945,TV Network:COURTTV,TV Network
1,1171.632577896,353.986821711,0.6762515678,1734,,0.006090082919,1422,411,0.6823416507,2084,0.009005647025,955557,BA MDS: Sets trends,0.3119493627,24629945,TV Network:COURTTV,TV Network
1,547.123986423,822.440758109,0.3157930742,1734,,0.01434128283,688,958,0.330134357,2084,0.04541354452,955560,DashPass Worth,0.6543244005,24629945,TV Network:COURTTV,TV Network
1,1044.717529953,325.663652658,0.6029978005,1734,,-0.004149431998,1248,398,0.5988483685,2084,-0.006881338529,955561,DashPass Benefits: Makes members' lives better,0.2056398429,24629945,TV Network:COURTTV,TV Network
1,1022.946841478,347.434341133,0.5904320333,1734,,0.002178331358,1235,411,0.5926103647,2084,0.003689385459,955563,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,0.1084459687,24629945,TV Network:COURTTV,TV Network
1,934.485799909,435.895382702,0.5393734343,1734,,0.006691824857,1138,508,0.5460652591,2084,0.01240666379,955565,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",0.3205916214,24629945,TV Network:COURTTV,TV Network
1,1013.588380873,356.792801738,0.5850304477,1734,,-0.00153716558,1216,430,0.5834932821,2084,-0.002627496715,955567,DashPass Benefits Awareness: Reduced service fees on eligible orders,0.07643937885,24629945,TV Network:COURTTV,TV Network
1,799.321169853,571.060012758,0.4613581121,1734,,0.0232868015,1010,636,0.4846449136,2084,0.05047445982,955569,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,0.8486224182,24629945,TV Network:COURTTV,TV Network
1,862.564405143,507.816777468,0.497861311,1734,,0.00741699992,1053,593,0.5052783109,2084,0.01489772303,955571,DashPass Benefits Awareness: Discounted rides with Lyft,0.3518686252,24629945,TV Network:COURTTV,TV Network
1,654.702747405,1077.83678931,0.3778861801,1734,,-0.03527581542,714,1370,0.3426103647,2084,-0.09335037182,955925,More than Restaurant Aided Awareness: Fresh Food & Produce,0.9763185464,24629945,TV Network:COURTTV,TV Network
1,667.541564822,1064.997971892,0.3852965838,1734,,-0.009096967693,784,1300,0.3761996161,2084,-0.02361029938,955937,More than Restaurant Aided Awareness: Packaged Food & Non-Alcoholic Beverages,0.435706359,24629945,TV Network:COURTTV,TV Network
1,573.469634771,1159.069901943,0.3309994506,1734,,-0.009982176114,669,1415,0.3210172745,2084,-0.03015768182,955939,More than Restaurant Aided Awareness: Household Essentials,0.4877697887,24629945,TV Network:COURTTV,TV Network
1,545.857677042,1186.681859672,0.3150621763,1734,,-0.04011016099,573,1511,0.2749520154,2084,-0.1273087156,955940,More than Restaurant Aided Awareness: Flowers,0.9932440902,24629945,TV Network:COURTTV,TV Network
1,542.263944328,1190.275592387,0.3129879191,1734,,-0.01692265997,617,1467,0.2960652591,2084,-0.05406809316,955942,More than Restaurant Aided Awareness: Pet Supplies,0.7423875198,24629945,TV Network:COURTTV,TV Network
